Rank,Title,Issn
11760,Programme Grants for Applied Research,"20504322, 20504330"
11761,Southern California Law Review,383910
11762,Violence and Victims,8866708
11763,ANZ Journal of Surgery,"14451433, 14452197"
11764,Applied neuropsychology. Adult,"23279095, 23279109"
11765,Australian Journal of Political Science,"1363030X, 10361146"
11766,Biotribology,23525738
11767,Computational Complexity,"14208954, 10163328"
11768,Current Drug Metabolism,"18755453, 13892002"
11769,EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,24100218
11770,European Journal for Qualitative Research in Psychotherapy,17567599
11771,Geohumanities,"2373566X, 23735678"
11772,Journal of Applied Animal Research,"09741844, 09712119"
11773,Journal of Infection in Developing Countries,"20366590, 19722680"
11774,Journal of Venomous Animals and Toxins Including Tropical Diseases,16789199
11775,Leadership in Health Services,"17511879, 17511887"
11776,Lobachevskii Journal of Mathematics,"19950802, 18189962"
11777,Neurochirurgie,"17730619, 00283770"
11778,Proceedings of the ACM Symposium on Applied Computing,-
11779,Production Engineering Archives,"23537779, 23535156"
11780,Research in Education,345237
11781,Revista Electronica de LEEME,15759563
11782,Sensing and Imaging,15572064
11783,Soccer and Society,"17439590, 14660970"
11784,Social Service Review,"15375404, 00377961"
11785,Advances in Concrete Construction,"2287531X, 22875301"
11786,Advances in Neonatal Care,"15360911, 15360903"
11787,Applied Stochastic Models in Business and Industry,"15264025, 15241904"
11788,Biologicals,"10958320, 10451056"
11789,Building Services Engineering Research and Technology,"14770849, 01436244"
11790,Cleveland Clinic Journal of Medicine,8911150
11791,Democratic Theory,"23328894, 23328908"
11792,EAI Endorsed Transactions on Pervasive Health and Technology,24117145
11793,Early Years,"14724421, 09575146"
11794,Ecopsychology,19429347
11795,European Journal of Entomology,"12105759, 18028829"
11796,European Journal of Plant Pathology,"09291873, 15738469"
11797,Fottea,"18025439, 18054927"
11798,Geometriae Dedicata,"15729168, 00465755"
11799,International Journal of Design Creativity and Innovation,"21650357, 21650349"
11800,Japanese Economic Review,"13524739, 14685876"
11801,Journal of Cardiothoracic Surgery,17498090
11802,Journal of Location Based Services,"17489725, 17489733"
11803,Journal of Thyroid Research,"20420072, 20908067"
11804,Minerva Obstetrics and Gynecology,"27246450, 2724606X"
11805,Plant Biosystems,"17245575, 11263504"
11806,"Review of Education, Pedagogy, and Cultural Studies","15563022, 10714413"
11807,SORT,"16962281, 20138830"
11808,Water Science and Technology: Water Supply,16069749
11809,ATS Scholar,26907097
11810,Australian Review of Applied Linguistics,1550640
11811,Biotechnic and Histochemistry,"10520295, 14737760"
11812,Canadian Journal of Human Sexuality,"22917063, 11884517"
11813,Current Drug Delivery,"15672018, 18755704"
11814,Dermatologica Sinica,10278117
11815,Economics and Sociology,"2071789X, 23063459"
11816,"Eurasia Journal of Mathematics, Science and Technology Education","13058223, 13058215"
11817,Foreign Trade Review,"00157325, 09717633"
11818,German Journal of Exercise and Sport Research,"25093150, 25093142"
11819,Italian Journal of Agronomy,11254718
11820,Journal of Equine Veterinary Science,"15427412, 07370806"
11821,Journal of Magnetic Resonance Open,26664410
11822,Luminescence,"15227243, 15227235"
11823,Micron,"18784291, 09684328"
11824,PharmaNutrition,22134344
11825,Problems of Information Transmission,"00329460, 16083253"
11826,Sugar Tech,"09740740, 09721525"
11827,Transfusion Medicine,"09587578, 13653148"
11828,Translational Neuroscience,"20816936, 20813856"
11829,Turkish Journal of Agriculture and Forestry,"1300011X, 13036173"
11830,Women's Health Reports,26884844
11831,Worldwide Hospitality and Tourism Themes,"17554217, 17554225"
11832,Arab Journal of Urology,"2090598X, 20905998"
11833,Asia-Pacific Journal of Public Health,"10105395, 19412479"
11834,Currents in Pharmacy Teaching and Learning,"18771300, 18771297"
11835,Data Technologies and Applications,25149288
11836,Dizhen Dizhi,2534967
11837,Environmental Forensics,"15275930, 15275922"
11838,EURO Journal on Decision Processes,"21939446, 21939438"
11839,Families in Society,10443894
11840,Food Technology and Biotechnology,"13342606, 13309862"
11841,Foundations of Physics,"15729516, 00159018"
11842,Jianzhu Jiegou Xuebao/Journal of Building Structures,10006869
11843,Journal of Biosocial Science,"00219320, 14697599"
11844,Journal of Combinatorial Algebra,"24156310, 24156302"
11845,Journal of Geology,"00221376, 15375269"
11846,Journal of Legal Studies,"15375366, 00472530"
11847,Journal of Multicultural Discourses,"17447143, 17476615"
11848,Journal of Research in Health Sciences,"22287809, 22287795"
11849,Kennedy Institute of Ethics Journal,"10863249, 10546863"
11850,Logic and Logical Philosophy,"23009802, 14253305"
11851,Obstetric Medicine,"1753495X, 17534968"
11852,Polish Journal of Food and Nutrition Sciences,"20836007, 12300322"
11853,Synlett,"09365214, 14372096"
11854,Teaching of Psychology,"00986283, 15328023"
11855,Acta Biomedica,"25316745, 03924203"
11856,Annals of Combinatorics,"02180006, 02193094"
11857,Chemie-Ingenieur-Technik,"15222640, 0009286X"
11858,Chinese Journal of Atmospheric Sciences,10069895
11859,Crystals,20734352
11860,ES Energy and Environment,"25780646, 25780654"
11861,Intercultural Education,"14675986, 14698439"
11862,International Journal of Dynamics and Control,"2195268X, 21952698"
11863,International Journal of Systems Assurance Engineering and Management,"09764348, 09756809"
11864,Journal of Ambient Intelligence and Smart Environments,18761364
11865,Journal of Apicultural Research,218839
11866,Journal of Taibah University Medical Sciences,16583612
11867,Journal of Visualized Experiments,1940087X
11868,Operations Research Letters,1676377
11869,Paediatrics and Child Health,"12057088, 19181485"
11870,Powder Metallurgy,"17432901, 00325899"
11871,Primates,"00328332, 16107365"
11872,Studies in Economics and Finance,10867376
11873,Team Performance Management,13527592
11874,ACS Agricultural Science and Technology,26921952
11875,Acta Clinica Belgica,"17843286, 22953337"
11876,Balkan Medical Journal,"21463123, 21463131"
11877,Clinical and Experimental Hypertension,"15256006, 10641963"
11878,Comptes Rendus Physique,"18781535, 16310705"
11879,Computational Methods and Function Theory,16179447
11880,Dermatology Practical and Conceptual,21609381
11881,eNeurologicalSci,24056502
11882,Growth Hormone and IGF Research,"10966374, 15322238"
11883,International Journal of Healthcare Management,"20479700, 20479719"
11884,Journal of Iberian Geology,"16986180, 18867995"
11885,Journal of Inequalities and Applications,"1029242X, 10255834"
11886,Journal of Sol-Gel Science and Technology,"15734846, 09280707"
11887,Journal of the Institute of Brewing,"00469750, 20500416"
11888,Qualitative Research in Education,20146418
11889,Residential Treatment for Children and Youth,0886571X
11890,Review of Social Economy,"14701162, 00346764"
11891,Statistics and Probability Letters,1677152
11892,Twin Research and Human Genetics,"18392628, 18324274"
11893,Acta Tabacaria Sinica,10045708
11894,Annals of the ICRP,"1872969X, 01466453"
11895,Antiviral Therapy,"20402058, 13596535"
11896,China Foundry,"16726421, 23659459"
11897,Critical Reviews in Eukaryotic Gene Expression,10454403
11898,Current legal problems,"20448422, 00701998"
11899,Electronic Library,2640473
11900,German Economic Review,"14680475, 14656485"
11901,Indagationes Mathematicae,193577
11902,International Journal of Modelling and Simulation,2286203
11903,International Review of Hydrobiology,"15222632, 14342944"
11904,JALT CALL Journal,18324215
11905,Journal of Anthropological Sciences,"18274765, 20370644"
11906,Journal of Astronomical Instrumentation,"22511725, 22511717"
11907,Journal of Building Pathology and Rehabilitation,"23653159, 23653167"
11908,Journal of Fire Sciences,"07349041, 15308049"
11909,Mathematical Logic Quarterly,"09425616, 15213870"
11910,Pastoral Care in Education,"14680122, 02643944"
11911,Revista de Administracao Publica,"19823134, 00347612"
11912,Therapeutic Advances in Rare Disease,26330040
11913,Veterinary Record,"00424900, 20427670"
11914,World Leisure Journal,"23334509, 16078055"
11915,Zeitschrift fur Gesundheitswissenschaften,9431853
11916,ACM Transactions on Parallel Computing,"23294957, 23294949"
11917,Applied Physics A: Materials Science and Processing,"14320630, 09478396"
11918,Archives de Pediatrie,"0929693X, 1769664X"
11919,Armed Forces and Society,"15560848, 0095327X"
11920,Asian Pacific Journal of Cancer Prevention,15137368
11921,Breast Journal,"1075122X, 15244741"
11922,Circulo de Linguistica Aplicada a la Comunicacion,15764737
11923,"City, Territory and Architecture",21952701
11924,Communications in Statistics - Theory and Methods,"1532415X, 03610926"
11925,Contemporary Issues in Early Childhood,14639491
11926,Current Pathobiology Reports,2167485X
11927,eTropic,14482940
11928,Fibers and Polymers,12299197
11929,Indian Geotechnical Journal,"09719555, 22773347"
11930,International Journal of Plant Biology,"20370164, 20370156"
11931,Journal of Energy Engineering - ASCE,7339402
11932,Journal of Media Literacy Education,21678715
11933,Kyushu Journal of Mathematics,13406116
11934,Medical Review,27499642
11935,Molecular and Clinical Oncology,"20499450, 20499469"
11936,Rheologica Acta,"00354511, 14351528"
11937,SynOpen,25099396
11938,Topics in Magnetic Resonance Imaging,"15361004, 08993459"
11939,Young Exceptional Children,"2154400X, 10962506"
11940,Advanced Mathematical Models and Applications,25194445
11941,AIDS Reviews,"11396121, 16986997"
11942,Complex Variables and Elliptic Equations,"17476933, 17476941"
11943,Complexity,"10762787, 10990526"
11944,European Journal of Translational Myology,"20377460, 20377452"
11945,Flavour and Fragrance Journal,"10991026, 08825734"
11946,Information Technology and Management,"1385951X, 15737667"
11947,Journal of Arachnology,1618202
11948,Journal of Computational Geometry,1920180X
11949,Journal of Education for Business,"08832323, 19403356"
11950,Journal of International Medical Research,"14732300, 03000605"
11951,Journal of Zoological and Botanical Gardens,26735636
11952,Oxford Open Immunology,26336960
11953,Planta Medica,"14390221, 00320943"
11954,Process Integration and Optimization for Sustainability,"25094246, 25094238"
11955,Veterinary Record Open,"23992050, 20526113"
11956,Water Policy,13667017
11957,Zhongguo Tiedao Kexue/China Railway Science,10014632
11958,African Journal of Marine Science,"18142338, 1814232X"
11959,Art Therapy,7421656
11960,BioInvasions Records,22421300
11961,Crop and Pasture Science,"18365795, 18360947"
11962,Developmental Neuropsychology,"15326942, 87565641"
11963,Information Technology and Control,1392124X
11964,International Journal of Mechanical and Materials Engineering,"18230334, 21982791"
11965,Journal of Media Ethics: Exploring Questions of Media Morality,"2373700X, 23736992"
11966,Journal of Medicinal Food,"15577600, 1096620X"
11967,Minimax Theory and its Applications,"21991413, 21991421"
11968,Open Journal of Bioresources,20565542
11969,"Psychology, Crime and Law","14772744, 1068316X"
11970,RELIEVE - Revista Electronica de Investigacion y Evaluacion Educativa,11344032
11971,Reproduction and Breeding,26670712
11972,Scandinavian Journal of Information Systems,"19010990, 09050167"
11973,South Asian Journal of Human Resources Management,"23220937, 23495790"
11974,Advances in Polymer Technology,"07306679, 10982329"
11975,Asian Journal of University Education,"26009749, 18237797"
11976,Discrete Optimization,15725286
11977,Egyptian Journal of Forensic Sciences,"20905939, 2090536X"
11978,IET Computer Vision,"17519640, 17519632"
11979,International Journal of Breast Cancer,"20903170, 20903189"
11980,International Journal of Social Psychology,"15793680, 02134748"
11981,Italian Journal of Dermatology and Venereology,"27848450, 27848671"
11982,Journal of Clinical Apheresis,"07332459, 10981101"
11983,Journal of Computer Virology and Hacking Techniques,22638733
11984,"Journal of Control, Automation and Electrical Systems","21953880, 21953899"
11985,Journal of Gambling Issues,19107595
11986,Journal of Machine Engineering,"18957595, 23918071"
11987,Journal of Public and Nonprofit Affairs,23813717
11988,Journal of the Australian Library and Information Association,"24750158, 24750166"
11989,Journal of the Royal Society of New Zealand,3036758
11990,Modern Asian Studies,"0026749X, 14698099"
11991,Multicultural Education Review,"23770031, 2005615X"
11992,Neuroradiology Journal,"23851996, 19714009"
11993,Physica Status Solidi (A) Applications and Materials Science,"18626300, 18626319"
11994,Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering,"09596518, 20413041"
11995,Quality in Ageing and Older Adults,"20428766, 14717794"
11996,Quaternary Sciences,10017410
11997,Recent advances in inflammation & allergy drug discovery,"27722716, 27722708"
11998,Telemedicine Reports,26924366
11999,Veterinary Immunology and Immunopathology,"01652427, 18732534"
12000,Virus Genes,"1572994X, 09208569"
12001,Acta Entomologica Musei Nationalis Pragae,"18046487, 03741036"
12002,Acta Gastro-Enterologica Belgica,15644
12003,Annals of Finance,"16142454, 16142446"
12004,Australian Journal of Primary Health,"18367399, 14487527"
12005,Building Acoustics,"1351010X, 20598025"
12006,Canadian Journal of Urology,11959479
12007,Carpathian Mathematical Publications,"20759827, 23130210"
12008,Contemporary Family Therapy,"08922764, 15733335"
